STATION,STATION_NAME,DATE,CLDD,HTDD,DT90,DX32,DT00,DT32,DP01,DP05,DP10,EMXP,TPCP,EMXT,EMNT,MMXT,MMNT,MNTM
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19790101,-9999,-9999,-9999,-9999,-9999,-9999,13,4,2,381,1447,-9999,-9999,-9999,-9999,-9999
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19790201,-9999,-9999,-9999,-9999,-9999,-9999,14,4,2,533,1495,-9999,-9999,-9999,-9999,-9999
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19790301,-9999,-9999,-9999,-9999,-9999,-9999,11,3,1,330,1091,-9999,-9999,-9999,-9999,-9999
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19790401,-9999,-9999,-9999,-9999,-9999,-9999,4,0,0,102,280,-9999,-9999,-9999,-9999,-9999
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19790501,-9999,-9999,-9999,-9999,-9999,-9999,6,0,0,76,329,-9999,-9999,-9999,-9999,-9999
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19790601,-9999,-9999,-9999,-9999,-9999,-9999,1,0,0,25,25,-9999,-9999,-9999,-9999,-9999
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19790701,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19790801,-9999,-9999,-9999,-9999,-9999,-9999,5,0,0,102,305,-9999,-9999,-9999,-9999,-9999
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19790901,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19791001,-9999,-9999,-9999,-9999,-9999,-9999,3,1,1,305,432,-9999,-9999,-9999,-9999,-9999
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19791101,-9999,-9999,-9999,-9999,-9999,-9999,4,2,0,229,508,-9999,-9999,-9999,-9999,-9999
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19791201,-9999,-9999,-9999,-9999,-9999,-9999,7,2,2,610,1118,-9999,-9999,-9999,-9999,-9999
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19800101,-9999,-9999,-9999,-9999,-9999,-9999,12,7,5,635,2691,-9999,-9999,-9999,-9999,-9999
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19800201,-9999,-9999,-9999,-9999,-9999,-9999,11,7,3,686,2666,-9999,-9999,-9999,-9999,-9999
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19800301,-9999,-9999,-9999,-9999,-9999,-9999,14,1,1,254,990,-9999,-9999,-9999,-9999,-9999
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19800401,-9999,-9999,-9999,-9999,-9999,-9999,6,1,0,127,406,-9999,-9999,-9999,-9999,-9999
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19800501,-9999,-9999,-9999,-9999,-9999,-9999,5,1,0,127,356,-9999,-9999,-9999,-9999,-9999
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19800601,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19800701,-9999,-9999,-9999,-9999,-9999,-9999,1,0,0,51,51,-9999,-9999,-9999,-9999,-9999
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19800801,-9999,-9999,-9999,-9999,-9999,-9999,1,0,0,25,25,-9999,-9999,-9999,-9999,-9999
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19800901,-9999,-9999,-9999,-9999,-9999,-9999,4,2,0,178,482,-9999,-9999,-9999,-9999,-9999
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19801001,-9999,-9999,-9999,-9999,-9999,-9999,2,0,0,76,101,-9999,-9999,-9999,-9999,-9999
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19801101,-9999,-9999,-9999,-9999,-9999,-9999,5,0,0,76,254,-9999,-9999,-9999,-9999,-9999
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19801201,-9999,-9999,-9999,-9999,-9999,-9999,3,1,1,457,661,-9999,-9999,-9999,-9999,-9999
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19810101,-9999,-9999,-9999,-9999,-9999,-9999,4,4,2,533,1193,-9999,-9999,-9999,-9999,-9999
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19810201,-9999,-9999,-9999,-9999,-9999,-9999,6,4,0,152,685,-9999,-9999,-9999,-9999,-9999
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19810301,-9999,-9999,-9999,-9999,-9999,-9999,16,1,0,203,912,-9999,-9999,-9999,-9999,-9999
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19810401,-9999,-9999,-9999,-9999,-9999,-9999,3,1,1,660,736,-9999,-9999,-9999,-9999,-9999
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19810501,-9999,-9999,-9999,-9999,-9999,-9999,7,0,0,76,330,-9999,-9999,-9999,-9999,-9999
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19810601,-9999,-9999,-9999,-9999,-9999,-9999,1,0,0,76,76,-9999,-9999,-9999,-9999,-9999
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19810701,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19810801,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19810901,-9999,-9999,-9999,-9999,-9999,-9999,0,0,0,0,0,-9999,-9999,-9999,-9999,-9999
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19821001,-9999,-9999,-9999,-9999,-9999,-9999,9,3,1,254,836,-9999,-9999,-9999,-9999,-9999
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19821101,-9999,-9999,-9999,-9999,-9999,-9999,13,4,3,533,1623,-9999,-9999,-9999,-9999,-9999
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19821201,-9999,-9999,-9999,-9999,-9999,-9999,15,2,1,584,1446,-9999,-9999,-9999,-9999,-9999
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19830101,-9999,-9999,-9999,-9999,-9999,-9999,12,7,2,483,1930,-9999,-9999,-9999,-9999,-9999
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19830201,-9999,-9999,-9999,-9999,-9999,-9999,15,7,4,762,2590,-9999,-9999,-9999,-9999,-9999
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19830301,-9999,-9999,-9999,-9999,-9999,-9999,15,5,1,406,1497,-9999,-9999,-9999,-9999,-9999
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19830401,-9999,-9999,-9999,-9999,-9999,-9999,13,2,0,152,811,-9999,-9999,-9999,-9999,-9999
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19830501,-9999,-9999,-9999,-9999,-9999,-9999,3,0,0,76,152,-9999,-9999,-9999,-9999,-9999
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19830601,-9999,-9999,-9999,-9999,-9999,-9999,2,0,0,51,76,-9999,-9999,-9999,-9999,-9999
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19830701,0,469,0,0,0,0,0,0,0,0,0,239,22,212,60,136
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19830801,6,2007,0,0,0,1,10,1,0,178,583,261,0,180,56,118
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19830901,0,2428,0,0,0,7,3,1,0,127,203,239,-17,163,41,102
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19831001,0,3804,0,0,0,19,3,0,0,102,203,183,-39,119,-6,56
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19831101,0,6286,0,10,1,26,13,7,3,483,2108,150,-189,21,-74,-27
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19831201,0,6834,0,15,2,31,14,7,2,508,2159,56,-183,2,-77,-37
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19840101,0,6488,0,11,0,31,2,1,1,254,305,89,-172,27,-80,-26
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19840201,0,6487,0,13,2,29,10,3,1,432,1092,94,-183,19,-101,-41
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19840301,0,6015,0,4,0,31,5,2,0,127,381,106,-144,41,-77,-17
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19840401,0,6008,0,7,0,29,6,0,0,102,382,133,-167,43,-78,-17
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19840501,0,3502,0,0,0,12,2,0,0,51,102,206,-89,132,1,66
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19840601,0,382,0,0,0,2,2,1,0,203,228,156,-33,121,-9,56
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19840701,0,750,0,0,0,1,6,2,0,127,483,244,-6,206,62,136
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19840801,0,1726,0,0,0,1,4,0,0,76,177,261,-6,203,51,127
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19840901,0,2223,0,0,0,8,2,0,0,51,76,250,-67,177,30,104
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19841001,0,4453,0,3,0,22,4,1,0,152,330,161,-144,64,-54,5
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19841101,0,6363,0,11,2,28,17,7,2,381,2056,133,-194,20,-78,-29
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19841201,0,7477,0,14,3,30,10,1,0,127,531,39,-206,-17,-116,-66
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19850101,0,7367,0,17,4,31,6,1,0,152,457,94,-211,-4,-105,-55
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19850201,0,6298,0,12,5,27,4,2,1,432,635,111,-211,17,-101,-42
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19850301,0,7324,0,16,1,31,11,3,2,254,1092,83,-206,-2,-105,-53
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19850401,0,4615,0,3,0,26,3,1,0,127,229,167,-139,93,-35,29
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19850501,0,4116,0,0,0,23,1,0,0,25,25,172,-78,118,-18,50
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19850601,16,1613,0,0,0,4,1,0,0,102,102,272,-39,203,57,130
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19850701,10,1192,0,0,0,0,4,2,0,203,457,272,22,212,77,145
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19850801,1,1290,0,0,0,0,0,0,0,0,0,261,6,217,63,140
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19850901,0,3761,0,0,0,17,4,2,1,330,635,189,-67,116,0,58
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19851001,0,4522,0,2,0,22,6,2,2,330,889,200,-111,97,-23,37
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19851101,0,6364,0,15,1,26,9,4,2,559,1346,144,-183,16,-74,-29
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19851201,0,6277,0,9,2,31,9,3,0,229,812,106,-222,27,-66,-19
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19860101,0,5614,0,6,0,31,11,2,0,152,581,122,-106,50,-46,2
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19860201,0,5855,0,17,3,27,15,8,8,686,3987,133,-206,9,-80,-34
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19860301,0,5887,0,10,0,30,13,3,1,432,1320,117,-167,46,-60,-7
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19860401,0,5579,0,4,0,28,5,0,0,76,253,156,-144,55,-61,-3
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19860501,0,4222,0,1,0,21,3,0,0,76,126,206,-128,111,-17,47
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19860601,0,2106,0,0,0,3,1,0,0,25,25,239,-22,186,39,113
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19860701,0,1906,0,0,0,5,2,0,0,102,153,261,-17,201,42,122
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19860801,0,1404,0,0,0,0,2,0,0,51,76,256,6,206,56,131
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19860901,0,4629,0,4,0,21,6,0,0,102,279,217,-106,85,-38,23
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19861001,0,4321,0,3,0,25,3,0,0,76,126,117,-117,55,-62,-5
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19861101,0,6294,0,8,0,30,0,0,0,0,0,94,-156,30,-84,-27
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19861201,0,7263,0,19,0,30,2,0,0,102,127,67,-150,-13,-105,-59
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19870101,0,8382,0,24,11,30,10,3,1,533,1141,39,-272,-44,-146,-96
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19870201,0,7240,0,21,8,26,8,3,1,279,863,28,-239,-43,-146,-95
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19870301,0,7649,0,19,2,30,9,3,0,203,684,67,-233,-19,-125,-72
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19870401,0,178,0,0,0,1,2,0,0,25,50,78,-67,78,-67,6
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19870501,0,4010,0,1,0,19,10,1,0,127,558,161,-94,84,-27,29
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19870601,0,2893,0,0,0,15,3,0,0,51,101,228,-67,154,7,80
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19870701,0,1767,0,0,0,9,4,0,0,51,152,233,-56,184,19,103
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19870801,0,1802,0,0,0,2,1,0,0,25,25,239,-28,199,50,125
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19870901,0,2470,0,0,0,3,0,0,0,0,0,194,-39,169,21,95
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19871001,0,4324,0,2,0,24,3,0,0,102,229,178,-72,98,-20,39
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19871101,0,6833,0,16,0,30,9,1,0,152,557,89,-172,5,-95,-45
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19871201,0,7976,0,22,12,30,13,3,0,229,965,44,-250,-59,-150,-102
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19880101,0,7897,0,22,6,31,13,4,0,178,1245,67,-222,-27,-116,-72
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19880201,0,6115,0,9,3,28,2,0,0,25,50,67,-206,13,-103,-43
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19880301,0,6837,0,11,2,30,3,1,0,229,382,94,-206,15,-108,-45
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19880401,0,5983,0,8,0,30,5,0,0,76,202,128,-172,43,-75,-16
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19880501,0,5129,0,5,0,24,3,1,0,203,279,178,-172,88,-53,18
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19880601,0,3228,0,1,0,11,2,0,0,102,127,228,-111,145,5,75
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19880701,0,1365,0,0,0,1,2,0,0,25,50,256,0,213,62,138
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19880801,0,1966,0,0,0,3,2,0,0,25,50,233,-6,194,45,120
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19880901,0,3029,0,1,0,18,5,0,0,76,202,239,-83,153,4,79
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19881001,0,3524,0,0,0,16,0,0,0,0,0,194,-67,135,-3,66
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19881101,0,6617,0,16,1,28,8,2,1,406,913,128,-189,0,-91,-45
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19881201,0,8306,0,19,10,31,12,5,2,356,1447,72,-244,-47,-139,-94
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19890101,0,7279,0,20,9,30,5,1,0,203,457,72,-233,-23,-133,-77
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19890201,0,6740,0,14,9,28,8,3,1,254,709,33,-300,-38,-141,-87
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19890301,0,6789,0,10,1,31,14,3,1,254,1014,72,-222,15,-87,-36
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19890401,0,5055,0,7,0,29,6,0,0,102,253,156,-156,70,-53,9
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19890501,0,4812,0,4,0,26,6,2,1,330,812,156,-100,68,-50,5
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19890601,0,3356,0,0,0,17,2,1,0,178,280,211,-39,139,3,71
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19890701,0,1506,0,0,0,1,0,0,0,0,0,244,0,207,56,131
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19890801,0,2529,0,0,0,7,5,0,0,102,253,228,-67,176,22,99
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19890901,0,3589,0,2,0,13,6,1,0,127,431,206,-61,129,-2,63
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19891001,0,5109,0,2,0,29,2,0,0,102,153,156,-167,79,-55,13
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19891101,0,4796,0,3,2,27,3,1,1,330,457,144,-183,58,-59,5
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19891201,0,6056,0,12,0,28,1,0,0,25,25,78,-156,16,-83,-33
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19900101,0,8039,0,22,7,31,9,3,2,330,1041,78,-206,-28,-124,-76
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19900201,0,7408,0,18,11,28,10,2,1,432,939,83,-261,-38,-147,-91
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19900301,0,6753,0,10,4,31,5,1,0,127,330,100,-228,18,-101,-42
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19900401,0,5403,0,3,0,29,4,0,0,76,202,144,-128,57,-63,-3
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19900501,0,5438,0,2,0,29,5,0,0,76,202,167,-117,70,-55,8
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19900601,0,2914,0,0,0,11,2,0,0,51,76,233,-106,157,7,83
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19900701,0,1914,0,0,0,1,6,1,0,178,534,239,-6,194,46,119
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19900801,0,1877,0,0,0,8,2,0,0,102,127,250,-56,189,33,114
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19900901,0,3094,0,0,0,13,5,1,0,152,380,228,-44,149,11,80
GHCND:USS0019L13S,VIRGINIA LAKES RIDGE CA US,19901001,0,4344,0,1,0,25,0,0,0,0,0,172,-117,113,-27,43
